2022-02-05 19:07:23, 101, 1348.9663179858012, 69, -0.017204160049557687, 31328.766917968747
2022-02-05 19:07:26, 103, 1351.0119862494612, 104, -0.016801923915743828, 424300.91959375
2022-02-05 19:08:11, 132, 1354.6190992791605, 104, -0.028292644836008553, 938396.7868125001
2022-02-05 19:08:29, 143, 1357.8852813336377, 86, -0.010122806794941425, 129475.14418749999
2022-02-05 19:08:31, 144, 1359.0186912711915, 83, -0.022770847171545025, 214920.91326562501
2022-02-05 19:08:34, 145, 1366.1253830886233, 109, -0.035534110978245735, 907629.7591875
2022-02-05 19:08:38, 148, 1367.9104283277723, 89, -0.032059189377352595, 903448.261875
2022-02-05 19:08:39, 149, 1369.8568108054374, 81, -0.028995897278189662, 126709.6853046875
2022-02-05 19:08:41, 150, 1389.9611890264866, 101, -0.03028895869851112, 2470621.4815625
2022-02-05 19:08:45, 153, 1391.638110134491, 70, -0.013617482695728541, 68232.4429609375
2022-02-05 19:08:49, 156, 1394.5540669919947, 112, -0.02801734992861748, 418508.46218750003
2022-02-05 19:09:00, 162, 1396.0703036213401, 103, -0.0069451794177293755, 2586599.392
2022-02-05 19:09:01, 163, 1397.7655616181798, 72, -0.019829395316541196, 75053.95289062499
2022-02-05 19:09:03, 164, 1419.699175799744, 90, -0.024520918652415277, 1393321.0625625001
2022-02-05 19:09:04, 165, 1432.2367750790102, 113, -0.01815071353316307, 3067338.834375
2022-02-05 19:26:14, 825, 1434.0303780323231, 87, -0.010445082813501358, 1099669.98359375
2022-02-05 19:26:15, 826, 1434.1944226928065, 46, -0.01726114210486412, 230186.92328125
2022-02-05 19:26:16, 827, 1438.078892107051, 79, -0.028412559688091275, 360070.6295
2022-02-05 19:26:29, 835, 1448.2505161932474, 81, -0.014737014953047037, 3147046.866
2022-02-05 19:26:30, 836, 1448.512053690602, 44, -0.01079276156425476, 105220.5804609375
2022-02-05 19:26:32, 837, 1451.2238078868884, 58, -0.029328931510448457, 163874.3775625
2022-02-05 19:26:33, 838, 1452.1393889705014, 62, -0.031302103638648986, 219919.495640625
2022-02-05 19:33:02, 1093, 1453.313222394641, 119, -0.04811368173547089, 3550583.6365
2022-02-05 19:33:03, 1094, 1460.5928928751473, 96, -0.03328183968365192, 614837.80325
2022-02-05 19:33:06, 1096, 1462.1929906165692, 93, -0.03294329548906535, 308583.43084375
2022-02-05 19:33:11, 1100, 1463.072474138945, 88, -0.0015033801048994063, 89554.8401875
2022-02-05 19:33:16, 1103, 1467.9420947464087, 90, -0.039182253587991, 817350.6640625
2022-02-05 19:33:21, 1105, 1470.8964568616457, 92, -0.042519320577383043, 166702.52273437497
