2022-02-04 02:40:18, 101, 1013.72597681749, 38, 0.0008259137123823169, 138248.1810625
2022-02-04 02:42:06, 165, 1013.8798733550158, 96, -0.0015107384584844112, 32999.648125
2022-02-04 02:42:16, 171, 1016.6602347307033, 81, -0.01888313500583172, 54457.50662890625
2022-02-04 02:42:18, 172, 1017.0608950581711, 108, -0.0010467444136738778, 66961.95798046874
2022-02-04 02:43:28, 215, 1017.8791768176869, 116, -0.007034207608550787, 35158.9456484375
2022-02-04 02:43:30, 216, 1024.4650227557834, 69, -0.003447516351938248, 31385.826828125002
2022-02-04 02:43:34, 217, 1026.2427472489828, 74, -0.021698737572878598, 37562.160935546875
2022-02-04 02:43:35, 218, 1028.155796208403, 68, -0.013729352754540743, 28760.070548828124
2022-02-04 02:43:39, 221, 1031.439677550704, 93, -0.004440286457538605, 148875.97872265626
2022-02-04 02:43:46, 226, 1032.0323788987453, 88, -0.006646466135978699, 23366.286958984376
2022-02-04 02:43:53, 229, 1033.7915107361127, 120, -0.0203303155079484, 20862.043072265624
2022-02-04 02:43:55, 230, 1034.343977473784, 157, -0.012307274401187897, 17639.267853515626
2022-02-04 02:44:08, 239, 1034.8199448302264, 89, 0.0013994894176721571, 117461.711609375
2022-02-04 02:44:09, 240, 1037.6052258343161, 111, -0.0008906366229057311, 20219.912263671875
2022-02-04 02:45:55, 300, 1043.0111419309123, 67, -0.012338727183640003, 36817.73838671875
2022-02-04 02:45:59, 301, 1043.8635983660793, 114, -0.016424621873535217, 67378.35501562501
2022-02-04 02:46:01, 302, 1044.2507649782665, 77, -0.028713636815547942, 124601.78564062499
2022-02-04 02:46:04, 304, 1046.6460703531382, 147, 0.007990353260189294, 21557.918681640625
2022-02-04 03:32:27, 1563, 1051.3995139537867, 55, -0.010724880516529083, 17297.59136328125
2022-02-04 03:32:28, 1564, 1051.6366588424646, 95, -0.024699146881699562, 1110.827655822754
2022-02-04 03:32:36, 1569, 1053.5107976028894, 71, -0.015346267092972992, 367435.19375
2022-02-04 03:33:25, 1584, 1054.3110232684235, 107, 0.0005202546417713162, 3869.777180175781
2022-02-04 03:37:50, 1749, 1054.868912594543, 25, -0.030072250247001647, 2777.745792602539
2022-02-04 03:37:51, 1750, 1059.5957228237824, 33, -0.007325854435563087, 26671.016281250006
2022-02-04 03:38:00, 1755, 1060.9559421839892, 62, 0.005363998800516128, 3245.7051318359377
2022-02-04 03:38:10, 1763, 1064.7227907770662, 29, -0.015542952612042428, 6709.5753881835935
2022-02-04 03:39:11, 1796, 1065.12242486973, 57, -0.004490146956406534, 3789.6291269531253
2022-02-04 03:39:13, 1797, 1072.5706486493045, 41, -0.0002616240680217742, 6719.996728515625
2022-02-04 03:39:14, 1798, 1074.2751477718718, 69, -0.010987912707030773, 2896.3977583007813
2022-02-04 03:39:15, 1799, 1074.326580177313, 40, -0.0016159349754452713, 60302.061609375
2022-02-04 03:39:17, 1800, 1077.1875206358322, 61, 0.009429199174046516, 8636.480124023437
2022-02-04 03:39:21, 1801, 1077.2394143595861, 102, -0.014452825665473939, 3524.0318056640626
2022-02-04 03:39:23, 1802, 1077.910064155363, 31, -0.015230413407087327, 10164.106475097657
2022-02-04 03:45:42, 2024, 1078.3788536914954, 61, -0.007444270513951778, 10423.754938964845
2022-02-04 03:54:03, 2308, 1078.7505047737443, 35, -0.010774375393986702, 12025.739169921873
2022-02-04 03:54:11, 2309, 1081.412209823174, 51, -0.03191665309667587, 9953.238874023436
2022-02-04 03:54:14, 2310, 1082.1118449374128, 40, -0.0009586592689156534, 13507.846024414064
2022-02-04 03:56:02, 2372, 1082.7234157084397, 29, -0.0026220693960785865, 3280.296489746094
2022-02-04 03:56:04, 2373, 1083.1400523064583, 37, 0.005894179169088601, 5948.315742675782
2022-02-04 03:56:05, 2374, 1083.2484314664223, 33, 0.004793511569499969, 2423.3313022460934
2022-02-04 03:56:10, 2377, 1088.668950521807, 15, 0.0003352287635207179, 52132.8007890625
2022-02-04 04:00:48, 2548, 1088.9185538276117, 19, -0.006002553969621658, 1719.6567425537107
2022-02-04 04:00:50, 2549, 1091.4859129379481, 45, -0.016984807938337326, 21343.978662109374
